_id,id,category,Subcategory,name,genericName,brand,manufacturer,dosageForm,strength,saltComposition,description,uses[0],uses[1],dosage,sideEffects,warnings,price,stock,barcode,expiry,substitutes[0],substitutes[1],substitutes[2],image,bar_code,side_effects,suitable_for,uses,tags
6a646c67edb0bc53fabc8543,84,Cosmetics,Teeth,Natural Mint Oil Pulling Mouthwash,,SmileBright,OralCare Formulations,,,,"Ayurvedic blend of virgin Coconut oil, Spearmint, and Peppermint to detoxify gums and eliminate bad breath.",,,,,,249,160,8.90E+12,11/1/2028,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSZeIwN8xZ0duUyGJn_DiM8XLYDKbT4CsMErI_Tw5cCrw&s=10,,,"Gum health, fresh breath, and plaque control",,
6a646c67edb0bc53fabc8544,85,Cosmetics,Teeth,Papain Enzyme Teeth Whitening Pen,,PearlsGlow,Apex Beauty Labs,,,,Precision applicator brush with gentle Papaya fruit enzymes and Hydrogen Peroxide for quick touch-up whitening.,,,,,,399,190,8.90E+12,8/22/2029,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQh7spRniouEWFMK1POTKqTB5KEzr7PmAnpRMHYx80W5w&s,,,On-the-go spot whitening without sensitivity,,
6a646c67edb0bc53fabc8545,86,Cosmetics,Teeth,Gum Protection Probiotic Oral Gel,,DentiCare,OralCare Formulations,,,,Targeted soothing gel infused with oral probiotics and Hyaluronic Acid to strengthen delicate gum tissue.,,,,,,279,135,8.90E+12,10/4/1930,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRNNmrnzw5Z1XadP2kxZdgQL_l-QrdPNOEK7lagtrzqug&s,,,"Bleeding gums, gingivitis, and oral microbiome support",,
6a646c77edb0bc53fabc8547,55,Medical Tools,Medical Tools,Digital Stethoscope,,3M Littmann,3M Company,,,,High-precision electronic stethoscope with active noise cancellation and digital sound amplification up to 40x.,Auscultation of heart and lung sounds in pediatric and adult patients,Detection and recording of vascular bruits and faint cardiac murmurs,,,Keep away from strong magnetic fields. Do not immerse in liquids.,299.99,15,8.90E+12,,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ8IHX9-1cYigYDSMU86mGxG_uKyVmONLIRW0G4P38oDg&s=10,,,,,
6a646c77edb0bc53fabc8548,56,Medical Tools,Medical Tools,Digital Blood Pressure Monitor,,Omron,Omron Healthcare Inc.,,,,Upper arm blood pressure monitor featuring dual-check system and irregular heartbeat detection.,Daily monitoring of systolic and diastolic blood pressure at home or in clinics,Tracking resting pulse rate and identifying irregular heartbeat patterns,,,Rest 5 minutes before taking reading. Ensure correct cuff sizing to avoid inaccurate readings.,64.5,32,8.90E+12,,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR2OrD3PECl74qP6_lGrshVCiLXGeR9jWUdr0HEN9tEBQ&s=10,,,,,
6a646c77edb0bc53fabc8549,57,Medical Tools,Medical Tools,Blood Glucose Meter,,Accu-Chek,Roche Diabetes Care,,,,Fast 4-second result glucose testing kit requiring minimal blood sample size (0.6 microliters).,Quantitative measurement of glucose in fresh capillary whole blood,Self-testing for daily diabetes tracking and glycemic control management,,,For single-patient use only. Do not reuse test strips or lancets.,38.2,45,8.90E+12,,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRio0dY344kgT5MSqDzXMnoAlWI339quzX_OXcJYyp-6A&s,,,,,
6a646c77edb0bc53fabc854a,58,Medical Tools,Medical Tools,Fingertip Pulse Oximeter,,Beurer,Beurer GmbH,,,,Compact pulse oximeter for measuring arterial oxygen saturation (SpO2) and heart rate.,Non-invasive spot-checking of arterial oxygen saturation (SpO2),Monitoring pulse rates during respiratory illness or high-altitude activities,,,Nail polish or artificial nails may cause inaccurate readings. Avoid excessive movement.,29.95,50,8.90E+12,,,,,"https://m.media-amazon.com/images/I/61v8FFij2RL._AC_UF1000,1000_QL80_.jpg",,,,,
6a646c77edb0bc53fabc854b,59,Medical Tools,Medical Tools,Compressor Nebulizer,,Philips Respironics,Koninklijke Philips N.V.,,,,Heavy-duty aerosol drug delivery system with SideStream technology for fast treatment times.,"Inhalation drug therapy for asthma, COPD, and bronchitis management",Aerosolized administration of liquid medications into lower airways,,,Clean mouthpiece and tubing after every use to prevent bacterial contamination.,54.99,20,12345678,,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTmd5b6VP9jfWtZjXM71bsN_Yr4Deuz01Z2fPTN8uRJrQ&s=10,,,,,
6a646c77edb0bc53fabc854c,60,Medical Tools,Medical Tools,Infrared Forehead Thermometer,,Braun,Helen of Troy / Braun,,,,No-touch forehead thermometer with color-coded fever guidance display and age-precision settings.,"Non-contact body temperature measurement for infants, children, and adults",Hygienic quick temperature screening without surface contact or disposable covers,,,Keep sensor lens clean and free of dirt. Ensure forehead is clear of sweat or cosmetics.,42,28,8.90E+12,,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRJ-eJ763zOM3ViDsfvGXki_HKsJFayWQXV68vfJg_Png&s=10,,,,,
6a646c77edb0bc53fabc854d,61,Medical Tools,Medical Tools,Surgical Iris Scissors,,Sklar Instruments,Sklar Surgical Instruments,,,,4.5-inch stainless steel curved surgical scissors engineered with micro-sharp blades for delicate procedures.,Precise soft tissue dissection and ophthalmic surgical procedures,Fine suture trimming and delicate clinical wound management,,,Autoclave or sterilize thoroughly before and after clinical procedures. Sharp edges.,18.75,0,8.90E+12,,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQXawndsXqLgDyzl0_P8Kp37PR439lJB1Dcomyh5o21OA&s,,,,,
6a646c88edb0bc53fabc854f,103,First Aid,First Aid Supply,Dolo 650,Paracetamol,Dolo,Micro Labs Ltd,Tablet,650mg,Paracetamol (650mg),Relieves fever and mild-to-moderate pain.,,,Use as directed by your physician.,Nausea|Allergic reactions (rare),Do not exceed the recommended dose.|Keep out of reach of children.,30,150,8.90E+12,9/17/2028,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR7ikQ4rwETahP14bu3Uk-Tc0KJyK6NjWawZ6Ccn6KhfA&s=10,,,,Fever|Headache|Body Ache,Mountain|Beach|Camping|Roadtrip
6a646c88edb0bc53fabc8550,104,First Aid,First Aid Supply,Combiflam,Ibuprofen + Paracetamol,Combiflam,Sanofi India,Tablet,400mg/325mg,Ibuprofen (400mg) + Paracetamol (325mg),"Relieves pain, inflammation and fever, useful for sprains and muscle strain.",,,Use as directed by your physician.,Stomach upset|Dizziness|Heartburn,Avoid on empty stomach.|Not for people with ulcers or kidney issues.,40,120,8.90E+12,12/5/2028,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSYV2xVfwOO3gbw9p8m_Uxd5d-4mj_16qBr37cz32fZZg&s=10,,,,Body Ache|Sprain Pain|Fever|Toothache,Mountain|Camping|Roadtrip
6a646c88edb0bc53fabc8551,105,First Aid,First Aid Supply,Cetrizine,Cetirizine,Cetrizine,Cipla,Tablet,10mg,Cetirizine Hydrochloride (10mg),Antihistamine used to relieve allergy symptoms.,,,Use as directed by your physician.,Drowsiness|Dry mouth,"May cause drowsiness, avoid driving after use.|Not recommended for children under 2 years.",25,100,8.90E+12,3/25/2028,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTzH6MxKDZqwcUhV2xUlsEMPMVBP1kYeEsPKFyL3J7JiQ&s=10,,,,Allergies|Insect Bite Reaction|Sneezing|Itching,Mountain|Beach|Camping|Roadtrip
6a646c88edb0bc53fabc8552,106,First Aid,First Aid Supply,Electral ORS,Oral Rehydration Salts,Electral,FDC Ltd,Powder Sachet,21.8g/sachet,"Sodium Chloride, Potassium Chloride, Sodium Citrate, Dextrose",Replenishes fluids and electrolytes lost due to dehydration.,,,Dissolve one sachet in 1 litre of clean water; drink as needed.,Bloating (rare),Use clean drinking water only.|Consult a doctor for infants.,20,200,8.90E+12,5/29/2028,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS5LqGaHepVaHEpedY0wMUGpleFvy5lG6AJlyK942614g&s=10,,,,Dehydration|Heat Exhaustion|Diarrhea|Vomiting,Mountain|Beach|Camping|Roadtrip
6a646c88edb0bc53fabc8553,107,First Aid,First Aid Supply,Eldoper,Loperamide,Eldoper,Cipla,Tablet/Capsule,2mg,Loperamide Hydrochloride (2mg),Used to control sudden diarrhea (traveler's diarrhea).,,,Use as directed by your physician.,Constipation|Dizziness|Dry mouth,Do not use for more than 2 days without medical advice.|Avoid in case of bloody stools or high fever.,22,90,8.90E+12,4/3/2028,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTvq8IfGK1k-3XyQUnFLa_UepyMJogo8goLB38zr_ps8w&s=10,,,,Diarrhea|Traveler's Diarrhea,Camping|Roadtrip|Mountain
6a646c88edb0bc53fabc8554,108,First Aid,First Aid Supply,Digene,Antacid (Magaldrate + Simethicone),Digene,Abbott,Chewable Tablet,400mg/20mg,Magaldrate (400mg) + Simethicone (20mg),"Relieves acidity, gas and indigestion.",,,Chew 1-2 tablets as directed by your physician.,Mild constipation|Diarrhea (rare),Not for long-term regular use without medical advice.,35,110,8.90E+12,1/5/2028,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT4CZMXOb-j9F4Oou0OBgGeoMwIg9q5Zgy6v_QGgfe_CQ&s=10,,,,Acidity|Indigestion|Gas|Bloating,Roadtrip|Camping|Mountain|Beach
6a646c88edb0bc53fabc8555,109,First Aid,First Aid Supply,Avomine,Promethazine,Avomine,RPG Life Sciences,Tablet,25mg,Promethazine Theoclate (25mg),"Prevents and treats motion sickness, nausea and vomiting.",,,"Use as directed by your physician, usually before travel.",Drowsiness|Dry mouth|Blurred vision,Causes drowsiness; avoid driving.|Not for children under 5 years.,18,0,8.90E+12,7/26/2027,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRHK_ynDQWMf9MMlgG1NkjVJgAkgAIznB0hVFFHyng44Q&s,,,,Motion Sickness|Nausea|Vomiting,Roadtrip|Beach
6a646c88edb0bc53fabc8556,110,First Aid,First Aid Supply,Diamox,Acetazolamide,Diamox,Wyeth/Pfizer,Tablet,250mg,Acetazolamide (250mg),Used to prevent and reduce symptoms of altitude sickness.,,,"Use only as prescribed by your physician, typically started a day before ascent.",Tingling in fingers/toes|Increased urination|Nausea,Prescription required.|Not recommended for people with sulfa allergy or kidney disease.,45,60,8.90E+12,7/9/2027,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT6gJLlIRmB-BYscepnLYdZs_sMC_GH8kWfACk3_OfYCA&s=10,,,,Altitude Sickness|High-Altitude Headache,Mountain
6a646c88edb0bc53fabc8557,111,First Aid,First Aid Supply,Betadine Ointment,Povidone Iodine,Betadine,Win-Medicare,Ointment,5% w/w,Povidone Iodine (5% w/w),"Antiseptic used to prevent infection in minor cuts, wounds and burns.",,,Apply a thin layer on the affected area 2-3 times a day.,Skin irritation (rare)|Allergic reaction (rare),For external use only.|Avoid contact with eyes.,55,80,8.90E+12,7/7/2027,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDubcIpqypvoWHNYcp4_AjnA5LYVzTJZ9B-NiFCl07YQ&s=10,,,,Cuts|Wounds|Minor Burns|Scrapes,Mountain|Beach|Camping|Roadtrip
6a646c88edb0bc53fabc8558,112,First Aid,First Aid Supply,Silverex Burn Cream,Silver Sulfadiazine,Silverex,Ranbaxy,Cream,1% w/w,Silver Sulfadiazine (1% w/w),Used for prevention and treatment of infection in minor burns.,,,Apply a thin layer on the affected area once or twice daily.,Burning sensation|Itching,For external use only.|Not for deep or extensive burns without medical care.,65,70,8.90E+12,11/7/2026,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRb7aAQD2GIeIVTMDzUgi-ktz5jzmNDtzCHugloTIJxcA&s=10,,,,Sunburn|Minor Burns,Beach|Mountain|Camping
6a646c88edb0bc53fabc8559,113,First Aid,First Aid Supply,Volini Spray,Diclofenac + Menthol + Linseed Oil,Volini,Sun Pharma,Spray,,Diclofenac Diethylamine + Methyl Salicylate + Menthol,"Relieves muscle and joint pain, sprains and stiffness.",,,Spray on the affected area 3-4 times a day.,Skin irritation (rare),For external use only.|Avoid on broken or damaged skin.,195,60,8.90E+12,11/28/2026,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSffKGmcAeSFWS9tkAEdf1_qy-Fj-4DNgho4z7ON3NZhQ&s=10,,,,Muscle Pain|Sprain|Joint Pain|Back Pain,Mountain|Camping|Roadtrip
6a646c88edb0bc53fabc855a,114,First Aid,First Aid Supply,Zofer,Ondansetron,Zofer,Cipla,Tablet,4mg,Ondansetron (4mg),Used to prevent and treat nausea and vomiting.,,,Use as directed by your physician.,Headache|Constipation|Fatigue,Prescription recommended for regular use.|Inform doctor if you have heart rhythm issues.,32,50,8.90E+12,9/29/2028,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSznfERlyeGsefNQWdXfu-sm9EL1tryoGjuZZZbovNuyA&s,,,,Nausea|Vomiting|Motion Sickness,Roadtrip|Mountain|Beach
6a646c88edb0bc53fabc855b,115,First Aid,First Aid Supply,Adhesive Bandages,,Band-Aid,Johnson & Johnson,Bandage Strip,,,Sterile adhesive strips used to cover and protect minor cuts and blisters.,,,Clean wound and apply bandage as needed.,Skin irritation from adhesive (rare),Not for deep wounds.|Replace regularly to keep the wound clean.,45,300,8.90E+12,12/3/1930,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQwJHcipOrFLTpTXjWsJ3G4mXcBiroji0XqHoUO_zxacg&s=10,,,,Minor Cuts|Blisters|Scrapes,Mountain|Beach|Camping|Roadtrip
6a646c88edb0bc53fabc855c,116,First Aid,First Aid Supply,Crepe Bandage,,GNC Crepe,GNC Healthcare,Roller Bandage,4 inch,,"Used for supportive wrapping of sprains, strains and to secure dressings.",,,Wrap firmly but not too tight around the affected area.,Numbness if wrapped too tight,Do not wrap too tightly to avoid cutting circulation.,60,100,8.90E+12,2/3/2027,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQQCJEFNh_1ulOs4uCzA3ZRjFZ4ZgPZInoAh__qzpcq9g&s=10,,,,Sprains|Strains|Securing Dressings,Mountain|Camping|Roadtrip
6a646c88edb0bc53fabc855d,117,First Aid,First Aid Supply,Savlon Antiseptic Liquid,Chlorhexidine + Cetrimide,Savlon,ITC Limited,Liquid,1.5%w/v + 3%w/v,Chlorhexidine Gluconate + Cetrimide,"Used to clean and disinfect wounds, cuts and grazes.",,,Dilute as per label instructions and clean the affected area.,Skin irritation (rare),Not for ingestion.|Avoid contact with eyes.,75,90,8.90E+12,10/29/2026,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQOF-AeIVvxswOJo3uikQI0GLl8MwvkGaVIc1wBlwloDwHVFRE33mioxKc&s=10,,,,Wound Cleaning|Cuts|Grazes|Disinfection,Mountain|Beach|Camping|Roadtrip
6a646c88edb0bc53fabc855e,118,First Aid,First Aid Supply,Odomos Insect Repellent,Diethyltoluamide (DEET),Odomos,Dabur,Cream/Lotion,10% w/w,"N,N-Diethyl-m-toluamide (10% w/w)","Repels mosquitoes and insects, reducing risk of insect-borne illness.",,,Apply on exposed skin every 4-6 hours as needed.,Skin irritation (rare),For external use only.|Avoid application near eyes and mouth.,60,150,8.90E+12,2/3/2029,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR9yxj-0hh4NMniW2eg5DO8ON3sop1Wi1DAYf6bVgFJbw&s=10,,,,Mosquito Bite Prevention|Insect Bite Prevention,Mountain|Beach|Camping
6a646c88edb0bc53fabc855f,119,First Aid,First Aid Supply,Sunscreen SPF 50,,Neutrogena Ultra Sheer,Johnson & Johnson,Lotion,SPF 50,"Avobenzone, Octocrylene, Homosalate",Protects skin from UV rays and reduces risk of sunburn.,,,Apply generously 15-20 minutes before sun exposure; reapply every 2 hours.,Skin irritation (rare)|Allergic reaction (rare),For external use only.|Avoid contact with eyes.,450,50,8.90E+12,2/22/2028,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSDreYYlh0Yh95_BOaN68y9GG97snTle6q_tLOud9lVuw&s,,,,Sunburn Prevention|UV Protection,Beach|Mountain|Roadtrip
6a646c88edb0bc53fabc8560,120,First Aid,First Aid Supply,Norflox TZ,Norfloxacin + Tinidazole,Norflox TZ,Cipla,Tablet,400mg/600mg,Norfloxacin (400mg) + Tinidazole (600mg),Used to treat bacterial and parasitic infections causing diarrhea.,,,Use only as prescribed by your physician.,Nausea|Stomach upset|Dizziness,Prescription required.|Avoid alcohol while on this medicine.,85,40,8.90E+12,4/13/1930,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSBturgXbpKw6d1tyhslTaXhK0EuvWLe5KKiOA0baxCjQ&s=10,,,,Traveler's Diarrhea|Bacterial Gut Infection,Camping|Roadtrip
6a646c88edb0bc53fabc8561,121,First Aid,First Aid Supply,Digital Thermometer,,Dr. Trust,Dr. Trust India,Device,,,Used to measure body temperature accurately to detect fever.,,,Place under tongue/armpit for 60-90 seconds to record temperature.,,Handle with care.|Clean before and after each use.,250,40,8.90E+12,6/16/2029,,,,https://m.media-amazon.com/images/I/51OEtQy0EnL.jpg,,,,Fever Detection|Temperature Monitoring,Mountain|Beach|Camping|Roadtrip
6a646c88edb0bc53fabc8562,122,First Aid,First Aid Supply,Pulse Oximeter,,Dr. Trust,Dr. Trust India,Device,,,Measures blood oxygen saturation and pulse rate; useful for detecting altitude sickness symptoms.,,,Clip onto fingertip and read the display after a few seconds.,,Not a substitute for medical diagnosis.,1200,25,8.90E+12,3/25/1930,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ0J8N_8tJbps106bejB6dokApkDgg5-WjY4HfqXrNlXQ&s,,,,Oxygen Level Monitoring|Altitude Sickness Detection,Mountain
